status_id;comment_id;Clinton;Trump;comment_message;page
153080620724_10155791831580725;10155791831580725_10155791888405725;N;S;I'm predicting a land slide win for trump, just have to make sure Obama doesn't invoke martial law to remain president. Stay calm, resist peacefully, even in the face of violence.;Trump
153080620724_10158065836440725;10158065836440725_1805344339719468;N;S;I'm so PROUD to be apart of this AWESOME CROWD! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;Trump
153080620724_10157876499595725;10157876499595725_989086074537082;O;N;Could anyone imagine what Killary would feel like walking in front of a huge crowd like this? She'd probably drop dead on the spot. LOL She doesn't know such a thing when she goes to her own rally's, there isn't even 25% of the people there. LOL;Trump
153080620724_10156681405075725;10156681405075725_1693408764272411;S;O;It's time to get serious. Playtime is over. If Donald J. Trump wins the Republican Nomination, my Republican vote goes to Hillary Clinton. Just saying...God help us.;Trump
153080620724_10156119620885725;10156119620885725_10156120003660725;N;S;Give em hell Donald J. Trump! Show them what a real President would look like!!!!!;Trump
153080620724_10156265303375725;10156265303375725_10156265319840725;N;N;Happy Birthday Ivanka! You're the apple of your dad's eye. He clearly adores you, and I can see why. Hope you're having a wonderful day.;Trump
153080620724_10156556808690725;10156556808690725_10156558098220725;N;S;it is time to unite against the people againstTrump. ask yourself do you want what they tell you you can have, or do you want a red blood American who loves the USA and wants to make things right? i know where i will vote even if we have to write him in. dont fail Trump and he wont fail you and your country. i have the freedom to vote for who i want and no amount of corruption will change my mind. Trump 2016.;Trump
153080620724_10156954429220725;10156954429220725_549080018612381;N;O;Trump has a plan to overtake the white house with Russia people are still blind by this fact he is the devil;Trump
153080620724_10157958946770725;10157958946770725_1241550842580756;N;S;This is a real movement of patriots and people that love the USA;Trump
153080620724_10155926737810725;10155926737810725_10155926761610725;N;S;I'm 60 and this is my first time. Trump all the way.;Trump
153080620724_10155719130345725;10155719130345725_10155725455395725;N;O;I'd rather vote for someone that's actually had a day of honest work in their life, than a useless leach like Trump.;Trump
153080620724_10156188107285725;10156188107285725_10156189637320725;N;S;If it weren't for the snake pit that is D.C. politics, you could pull it off, Donald.;Trump
153080620724_10156739484100725;10156739484100725_1729457010623271;N;N;What? I thought I just saw her today on CNN singing praises of Cruz and bashing Trump. I think she either mispoke the name in this comment, or is totally batty.;Trump
153080620724_10156659139295725;10156659139295725_1120684124622806;N;S;There's a reason the Vatican a wall around it. No reason we should not have a wall. Keep up the good work Mr. Trump. As for Ted Cruz, I would ignore him and concentrate on our Vets, and Seniors. BTW rebuilding the out dated bridges would be great for the economy. Thank you. :-);Trump
153080620724_10157280014500725;10157280014500725_546351135550045;N;S;Go Trump! :) Wish I was American so I could give you my vote.;Trump
153080620724_10157951365250725;10157951365250725_663629673799268;N;N;Put your glass down and step away from the kool-aid!!!;Trump
153080620724_10156395275085725;10156395275085725_783913965071554;N;S;"It's called""Wake up Americans"". Not everyone here are Anericans, they have a hidden agenda and too many people are being complacent. Trump is trying to wake everyone up so we can avoid another massive attack. I commend you Mr Trump for being the one to stand up for the American beliefs. Why else would a multi billionaire run for an office that doesn't pay peanuts. He's doing this for us, our children and Fore Fathers. We can over come these rats that have infected America and clean house once again. Make it safe for our innocent so they can have their Christmas back, not Holiday. Bring the Pledge of Allegience back into our schools. And allow everyone to have a Christmas tree, not a holiday tree. Wake Up";Trump
153080620724_10156138386155725;10156138386155725_10156140241670725;N;O;The media has accuratey shown his poll numbers go up and now down, which are now tumbling once he exposed his ignorance.;Trump
153080620724_10155756407270725;10155756407270725_10155757268490725;N;S;I pray, Mr. Trump, that you are elected President. It's about time that our country, has a man that will stand up for what is right, and not back down. It's sad that some people of all nationalities take offense to what you say, and not really listen to what you're really saying. But it is really good that there are people who do not take offense and really listen to what you are saying.;Trump
153080620724_10155900470310725;10155900470310725_10155901114920725;N;S;We are with you Donald. A majority of the media don't know how to conduct proper logical argumentation---And if they do---they are purposefully deceitful and prey on the ignorance of the American people.;Trump
153080620724_10156016304105725;10156016304105725_10156019637535725;N;O;If you want to guarantee a democratic win - STAY IN THE RACE;Trump
153080620724_10157263351880725;10157263351880725_10157263392330725;O;N;How anyone can even consider voting for such a deceptive, corrupt, and incompetent person is beyond me.;Trump
153080620724_10157897808825725;10157897808825725_1118875964866754;N;N;A government of, by and for the people.... how refreshing!;Trump
153080620724_10158078058530725;10158078058530725_577685705763928;O;N;He is not a crook he just used laws that crooked Hillary put in place and who wouldn't seriously.;Trump
153080620724_10156250209205725;10156250209205725_10156251237245725;N;N;You have hard more free exposure than all the other candidates put together both parties! duh!!;Trump
153080620724_10157884197040725;10157884197040725_1406485012713182;N;N;Maybe she can work in White House.. as a maid;Trump
153080620724_10156377557370725;10156377557370725_10156378922400725;N;O;DONALD TRUMP!!! HE SHUD B FIRED ON BASIS OF THAT AWFUL HAIR ....CLOWN makn ELECTION A JOKE!!!;Trump
153080620724_10156123126705725;10156123126705725_10156123340610725;N;N;those losers attempted to derail you, it was VERY obvious.;Trump
153080620724_10157897808825725;10157897808825725_1234489216602409;O;N;The polls and media are rigged. Hillary will win and we will plunge. Sad but true. Just look at how the debates have gone,tells you everything.;Trump
153080620724_10156376798595725;10156376798595725_10156377044370725;N;N;An honest question: Does Obama have pork or has he ever had pork on his menu or eat pork at the WH?;Trump
153080620724_10156029710635725;10156029710635725_10156030150450725;N;S;"That's OK Mr. Trump - we saw what happened! Jorge isn't a journalist - if he were he would know how press conferences go. He must wait to be called on. He wanted to hold the conference hostage and take the stage. I love the fact that you don't allow someone to disrespect you that way. And I loved the fact that, after he was escorted out, and put in ""time out"" (lol), you allowed him to come back in and ask his questions. You are a TRUE LEADER!!!!";Trump
153080620724_10157409928535725;10157409928535725_620449948118551;O;O;I hate Hilary. But y'all act like a business man isn't in with walstreet y'all crack me up.;Trump
153080620724_10157693885430725;10157693885430725_900592723374500;N;N;Please help the farmers in upstate new York without the farmers people's would starve to death we are not big up here but small farming community need your help to;Trump
153080620724_10157857037430725;10157857037430725_1328435370523978;N;S;I cried too. Bless your loving heart for America! We are all praying for you!;Trump
153080620724_10156072113270725;10156072113270725_10156120127325725;O;N;Hillary, she need to take care her husband and grandchild..I am really tired of her.😩;Trump
153080620724_10156467339575725;10156467339575725_10156468084400725;N;O;Why the Christian Right Is so at Home With Donald Trump's Bloated Narcissism The non-religious Trump seems to resonate with evangelicals. URL;Trump
153080620724_10156188107285725;10156188107285725_10156189850030725;N;N;What are the chances of the Seniors in this country getting the raises we we've denied for the last 7 years. I worked hard for my retirement. Now I live on less than what I made working. I'm disabled and not able to return to work or believe me I would be working. Seniors are up there with the Vets, and Military as far as being denied a right to a decent living and living standards. I not concerned with being rich, I'm concerned about being able to buy groceries next month. WE NEED TO HEAR FROM YOU TOO!;Trump
153080620724_10156300781585725;10156300781585725_10156302091695725;N;N;Missed because I don't have special pkg. that includes FBN!! and cant sit on hard chair that long by PC... :(;Trump
153080620724_10158018669815725;10158018669815725_991967990911537;N;S;i have mr president....i have voted...for you only...you are the only true and correct choice;Trump
153080620724_10157263351880725;10157263351880725_1057715690983211;O;N;If it was YOU or I, we'd be sitting in a Federal Prison..;Trump
153080620724_10156131127825725;10156131127825725_10156131473825725;N;S;Just PLEASE keep taking it to them, we got your back you help the working man and he will help you that simple.;Trump
153080620724_10155780334370725;10155780334370725_10155780396255725;N;N;As a former hotel worker myself I can appreciate what an effort in writing that letter took. I'm glad you were lucky enough to receive such a gracious letter. I myself cleaned up after you a few time's Mr. Trump when your daughter Tiffany was 2 year's old and visited the Gideon Putnam Hotel as Marylou Whitney's guest along with wife and nanny. I recall their were several other celebrity's staying their also. Actor Tony Randall was one of those guest's. What a guy. He was very charming. He was on the fifth floor and stayed in 512. I was a kid right out of school just prior to going to college that I could afford. Those were good time's.;Trump
153080620724_10156386004795725;10156386004795725_10156386028730725;N;S;Don you really showed us what politicians are made out of. .we thank you;Trump
153080620724_10157992676315725;10157992676315725_1232066380202203;N;S;Two deplorables here in Houston, TX already casted our ballots on day one of early voting;Trump
153080620724_10157825117215725;10157825117215725_533849890144163;N;O;He should be the one running for president not this douche bag;Trump
153080620724_10155729027490725;10155729027490725_10155730991235725;N;N;friends this is my song/tribute to the 9 innocent souls we lost this week in my hometown #StandWithCharleston URL;Trump
153080620724_10158017552765725;10158017552765725_1286932394671994;N;S;God Bless Mr. Trump!! He doesnt have to do this!! He had a beautiful life! I am sure he and Melania are not crazy about bringing therir 10 yr old son into the spotlight of the White House! He is sacrificing alot for us and this country!!;Trump
153080620724_10156829071580725;10156829071580725_10156829150835725;N;S;"I was listening to Herman Cain this morning and one of his callers gave the meaning of TRUMP ""The Republican Uniting More People""";Trump
153080620724_10155719248015725;10155719248015725_10155723095830725;N;O;Verdaderamente una persona que desprecia a otros y desconoce el esfuerzo y lucha en el trabajo de otros es una persona que no merece ser aceptada en casi ninguna actividad humana pero menos en política. Denota extrema ignorancia sobre lo humano. Lo que sucedió en Carolina Sur es resultando de mentes racistas, sus palabras contra mexicanos promueven odio hacia una nación y una raza.;Trump
153080620724_10157376114235725;10157376114235725_987797464667456;N;S;Love ya Donald ... Behind you all the way!!!❤️❤️❤️;Trump
153080620724_10157884197040725;10157884197040725_1242363695816102;O;N;The Clinton's are evil people. Liars, liars. Would you expect any of them to tell the truth about anything...they sole money from the poor people of Haiti during the earthquake there.;Trump
153080620724_10157864060150725;10157864060150725_1813156785622633;N;N;and do not endorse those traitor rinos and tell the msm to f off!!!;Trump
153080620724_10157997937710725;10157997937710725_1182840438476918;O;N;Hillary can be impeached from her SOS position and can no longer hold public office. Meaning she will be disqualified to run for president.;Trump
153080620724_10158069866980725;10158069866980725_1862565737298015;O;N;A vote for Hillary is a vote for the first woman president to be carted off to jail!;Trump
153080620724_10156873806280725;10156873806280725_990699391046019;N;S;on your debate, just keep throwing Ted Cruz the difficult questions with no winning answers, like what the media has been doing to you. And you give your opinion after everyone answer you get from them, if there is no good answers, just tell the public that you would have a committee to do research for the best solutions for how it should be. Do not allow the media or the opposition trap you into difficult questions. We love you Mr. Donald Trump For President;Trump
153080620724_10156087653925725;10156087653925725_10156091823690725;N;O;You are such a liar. You were referring to Carlie being ugly and you know it. Maybe you should look in the mirror! You would see what ugly is.;Trump
153080620724_10156331711635725;10156331711635725_10156332583720725;N;O;LOL. What I see beyond. ......Yep I see what's apparent. Donald is impotent. Like i suspected.;Trump
153080620724_10157875241520725;10157875241520725_953834184728576;N;S;I'd like someone to ask Obama if he was lying in 2008 or lying now? Donald J. Trump needs to run this as a ad! URL;Trump
153080620724_10156625740895725;10156625740895725_460346497509623;N;S;Thank you New Hampshire go Mr. Trump make America great again;Trump
153080620724_10157857926070725;10157857926070725_1646304732329010;O;N;Hillary Clinton is blaming Abraham Lincoln for her lies... I knew the woman was old but dang I didn't know she was that old...:D;Trump
153080620724_10157382141415725;10157382141415725_1729956200575871;N;S;America let's do this.. Let's make America Great Again... Only way to vote is Trump...;Trump
153080620724_10155910094310725;10155910094310725_10155911793505725;N;N;Hey new slogan in Debate We The People By The People !!!;Trump
153080620724_10157479574390725;10157479574390725_10157479608870725;O;N;Donald J. Trump you got this keep it clean talk about her and nothing else. Talk about how shes robbed the american people;Trump
153080620724_10158007328795725;10158007328795725_1214036308653323;N;N;Address the core of the university techings...its messed up...messing up kids. And we pay for it...are we nuts;Trump
153080620724_10156461501300725;10156461501300725_10156461576930725;N;S;yes it needs to change and a lot of other stuff needs change..We need you Donald J. Trump;Trump
153080620724_10157991657715725;10157991657715725_1632163253749533;O;N;Yes and we can say under god!! Her rally couldn't!!!;Trump
153080620724_10156380241015725;10156380241015725_10156380725150725;N;S;I don't live in Iowa, but Iowa for Trump in the upcoming caucas;Trump
153080620724_10156319860580725;10156319860580725_10156328822600725;N;N;"""Give me your tired, your poor,Your huddled masses yearning to breathe free,The wretched refuse of your teeming shore.Send these, the homeless, tempest-tost to me, I lift my lamp beside the golden door!"" -The new colossus We can't forget who we are! If we do, they win!! We lose!!! We can't let them terrorize us! Stop us from being righteous!!! That's why we stand!!! Why this is the best country in the world!! If that take that were just like any other.";Trump
153080620724_10156593480610725;10156593480610725_1723571317929068;N;N;Iowa will be heard the around the world tonight! This could very well be the shot heard around the world! The country is watching you guys tonight please get out and caucus I'm in Alabama but if I were closer I would be a taxi service for free for everyone who wanted to caucus! Go out and let your voice be heard tonight let your state be heard. Go Iowa go Iowa go Iowa and roll tide roll from all of us down here in Alabama who are watching you with excite excite excitement;Trump
153080620724_10156119620885725;10156119620885725_10156119691915725;N;N;Yea if only you wasn't up there I would watch.;Trump
153080620724_10156257156090725;10156257156090725_10156259205130725;N;N;Don't bash Carson....he's on our side too.;Trump
153080620724_10156363324215725;10156363324215725_1496070784031613;N;S;Sounds like these converts are being commanded to terrorize everyone who disbelieves in Allah according to the KORAN. These people spout hatred of America and supposedly are American born home grown haters shouting out terrorists threats. In my opinion, if these people are born of illegal aliens, they should be immediately arrested and charged with a crime then deported, and put on the no fly list or allowed reentry onto America. Most importantly, Trump is correct in his statement that Muslim aliens celebrated during the fall of the team towers at the hands of Muslim extremists and the media owes Trump an apology!;Trump
153080620724_10156426825280725;10156426825280725_10156427011495725;N;S;Donald Trump has been consistently correct!!! Vote Trump for President! 🇺🇸🇺🇸🎸;Trump
153080620724_10157965289060725;10157965289060725_1805736076369383;N;N;Early voting in Monroe, LA this week at Chennault Airplane Museum from 8:30 am till 6:00 pm!🇺🇸;Trump
153080620724_10156304149825725;10156304149825725_10156304474810725;N;N;Karl Rove has been a street rat in DC for a long time. He escaped questionable practices!;Trump
153080620724_10157992676315725;10157992676315725_895731923891437;N;N;Just because your friends think like you do, it doesn't mean the rest of the country agrees with you...;Trump
153080620724_10158081600190725;10158081600190725_1757702014482594;O;N;Hillary supporters would make great extras on the walking dead!;Trump
153080620724_10157912325800725;10157912325800725_1794209464158944;O;S;If Hillary gets elected president it's gonna be a matter of tens of days before she gets impeached there's no way there's too much evidence out there anybody on the right side with the right mind would not have her step down Cain is our next president might as well get ready Omg Trump had better make a point of this tomorrow, American people open your eyes Everything he's been saying is correct the only thing that has gone against him was pretty much what came out three days before the last debate nothing new since except some fabricated women and it's pretty much died out everything leading up into tomorrow as long as tomorrow stays clean for Trump is a piling amount of ammunition on top of everything else Trump had to use against her last debate and the debate before, so important tomorrow night, and it's all leaning in trumps favor as for evidence building up daily cards are stacked against him but he's got a lot to work with here and third debate should be exactly where he feels comfortable it took two debates to figure it out and he won the second debate third debatewith all of this should definitely work in his favor. He has to tear down the house tomorrow night Undeniable. With soundbites leading all the way up to election day We will be simply an American experiment… Not the US of A. To bring hope to everyone forever And now that this proof is coming out of the collusion for illegal voters and so many different fashions maybe Obama won't do anything but try to keep Hillary in the lead so nobody is going to expose and keep a clean election where the voters are real and the counts are believable &hillarys team has her illness all figured out. The reason we don't see her for 5 or 6 days before a debate is because they keep her hidden so they can take her off of all of her seizure meds so that the day of the debate they can start her back on them and they will work long enough and well enough to keep her standing, alert and seizure free for the 2 hours of the debate!;Trump
153080620724_10156421043790725;10156421043790725_10156421116535725;N;S;We're all grateful to you Mr. Trump! NEXT POTUS! TRUMP;Trump
153080620724_10156310030855725;10156310030855725_10156311269825725;N;S;We do need change. However, you are not it #donaldtrump;Trump
153080620724_10158007328795725;10158007328795725_1593040064338763;N;N;It's not court-ordered that you have to stay a Democrat all your life. If you can change your faith, then you can change your political party in a heartbeat;Trump
153080620724_10157389234950725;10157389234950725_612144222297620;O;S;Prison for Killary! We the people are sick of lying,cheating,corrupt bought Politicans! On the Trump train! The betrayal party. Bill betrays Killary.....Killary betrays the USA and the Benghazi families ... Then Bernie betrays his supporters.;Trump
153080620724_10157471877690725;10157471877690725_1339449766082696;N;O;"Trump is sounding more and more like Charlie Sheen's ""winning winning"" rant... when he isn't.";Trump
153080620724_10158036981695725;10158036981695725_565226063683657;O;N;Clinton Foundation looks like AMERICA'S Trojan Horse. VOTE and stop the Horse.;Trump
153080620724_10157864349215725;10157864349215725_1780411988884023;N;N;You realize having coverage on cellphone cameras is also great for security!!! Get it on tape!;Trump
153080620724_10157973171305725;10157973171305725_1772742152979461;O;N;Let's hear something about policy. Not just about Killary. We're all already on board with that subject!;Trump
153080620724_10157864349215725;10157864349215725_1101326169974584;N;N;Omg!! I thought I was the only one who remembered that !!;Trump
153080620724_10156149523445725;10156149523445725_10156149770740725;N;N;FOX sucks and havent watched for many years they are biased and unfair and a mess their way or no way is how they see it and always trash/bash who they don't like;Trump
153080620724_10157784190830725;10157784190830725_551033195103991;O;N;These criminals, the Clintons, the Obamas and all of their lying, cheating, greedy liberal cronies ......in an ideal world they would be banished and stripped of any power, but that's just wishful thinking....;Trump
153080620724_10158062116155725;10158062116155725_1479396112076240;N;S;Love you... thank you for Standing up for all of us. We understand.;Trump
153080620724_10157306644885725;10157306644885725_1110606832362067;N;S;Hang in there DJ........you're the only way out of this mess... :);Trump
153080620724_10156123126705725;10156123126705725_10156124054140725;N;N;Megan Kelly saz Carly won the debate even knowing Carly stated she would not talk to the Russians. Bimbows both;Trump
153080620724_10158077455590725;10158077455590725_677222039114349;N;S;Florida loves you, we are trusting in God and you to make this happen don't disappoint us Mr president!!👏🇺🇸🇺🇸;Trump
153080620724_10157273302525725;10157273302525725_1181223671908735;O;N;. . More Than 2 . Less Than 10 unclassified people had access to Classified Doc's . . . on a private server . . . That is in Direct Contravention ov the LAW . . . Charge Hillery . . . IT IS THE LAW. . and sge knew it was wrong . . Huh . .;Trump
153080620724_10156416897695725;10156416897695725_10156417057130725;N;N;"Before the debate. CNN was talking about asking ""gotch'a"" questions...What countries wouuld you bomb to stop ISIS...";Trump
153080620724_10156604838290725;10156604838290725_1053680441371712;N;N;"dont worry Donny B;oy, we wont let them take our guns either.";Trump
153080620724_10157139971855725;10157139971855725_481938315337785;N;O;DONALD TRUMP WILL HAVE WORK FOR MEXICANS,LATINOS AND CHINESE, SORRY AMERICA, YOU AINT GREAT AND YOUR TOO EXPENSIVE......;Trump
153080620724_10158078712110725;10158078712110725_978310525614358;N;N;Media mostly part of the dark matrix. Alex Jones Info Wars is Truth;Trump
153080620724_10156173969660725;10156173969660725_10156174227800725;N;S;Dear Mr. Trumt-I am writting you from Iran Tehran.We Iranians love you and wish you become the next president of the world.You are the best,handsome,clever,who has passed the test.Our next president,congratulate.;Trump
153080620724_10157565777660725;10157565777660725_1817575745128034;O;N;Hillary and the ENTIRE democratic party needs to be investigated for TREASON,,,Convicted and PUT TO DEATH!!! The Enemy has infiltrated our Government!!!;Trump
153080620724_10156542999400725;10156542999400725_941483185943269;N;N;You are Defending your Dad but theres not going to be a President after OBAMA. The Rulership is going back to the VATICAN.;Trump
153080620724_10157974492535725;10157974492535725_1842331559335261;N;N;if the students are 'wise', they would not give this person the time of day. but they're sitting there, soaking it all in.....I hope they barf it out later, and return to common sense.;Trump
153080620724_10156097761965725;10156097761965725_10156107327265725;N;S;Hilarious and right on!! I have faith in our country now!;Trump
153080620724_10155926737810725;10155926737810725_10155927303345725;N;S;I keep telling you Donald will get the USA back on the right path. He is not a miracle worker but at least he will put us back on the right path again.;Trump
153080620724_10157857037430725;10157857037430725_1774156439525257;N;S;Timing of tape was leaked by her puppet news media to take the focus off the wiki leaks....they really think Americans are stupid ....the media will not pick my President as they have been doing for yrs.;Trump
153080620724_10158081600190725;10158081600190725_624971197705280;N;S;This has been a long time coming... I am ready to get down to business already ❤❤;Trump
153080620724_10155900470310725;10155900470310725_10155901284425725;N;S;They'll only pick on the ones they're afraid of Don, and your the man.;Trump
153080620724_10156363324215725;10156363324215725_943284502427772;N;N;here is the CBS News Report showing the celebrations in new jersey. URL;Trump
153080620724_10156052230980725;10156052230980725_10156054108530725;N;N;AM TRYING TO SEND EMAIL TO MR TRUMP. BUT IT IS NOT AVAILABLE ON HIS FB ACCT;Trump
153080620724_10157215255155725;10157215255155725_1146906648688476;O;N;With a world class smile to boot..lying is an art that I have refined and transformed into MONEY!!! for Meeeee!;Trump
153080620724_10157871705150725;10157871705150725_1657584494531701;O;N;Stay focused on issues...isis...latest emails. ..illegal immigrants. ..Voter fraud. ..she's got so much junk following her around that she has lied about...easy target...forget bill, we all know he's a scumbag!!!;Trump
153080620724_10157338262150725;10157338262150725_1021314994656493;O;N;I live in a small community in KY where we have a power plant (TVA) that uses coal , now because of obama and hillary this plant will have to give up using coal, the plant is under construction as I speak to change it over to natural gas so when it is finished it will run on gas not coal so our coal miners and coal truck drivers will loose their jobs all because of obama and hillary.;Trump
153080620724_10156382176630725;10156382176630725_10156382364320725;N;S;We know what it means, trump will be our next President, a President that will keep us safe and one for All Americans.;Trump
153080620724_10156250209205725;10156250209205725_1797702227162524;N;O;Los mexicanos sabemos (como ellos lo han dicho) que los americanos no tienen amigos sino intereses, ha si que prácticamente nos da igual a los mexicanos quien sea el presidente. Lo que es s cierto que para su país les haría más daño Trump;Trump
153080620724_10157951259890725;10157951259890725_1810440305879654;N;N;"New drinking game: every time Trump says ""believe me,"" take a shot. It's the only way we'll get through the last few weeks of the election.";Trump
153080620724_10156449190110725;10156449190110725_1643004942621224;N;S;Absolutely agree with you! Media idiots! Keep on keeping on! Trump wins! :-);Trump
153080620724_10156016850440725;10156016850440725_10156017424665725;N;S;If we are in a tug of war (our foot on the rope..no contest on our side) with the Jeb supporters...and others...they will just have to come on over the line...because we are not moving! Go Trump 2016!!!;Trump
153080620724_10156167089610725;10156167089610725_10156167120350725;N;S;A Non politician tells it like it is. Trumps a good American. Trump threw his ring around the hat!!!;Trump
153080620724_10156228383155725;10156228383155725_10156228962540725;N;O;Trump you are losing people becuase of your attacks on the other canidates! You arrogance will be your downfall;Trump
153080620724_10156790391065725;10156790391065725_519037908268195;N;O;Are you kidding. He is terrible. What will this country be if he gets in. He needs his mouth washed out with something stronger than soap. He is nothing but a big mouthed bully!!!!!!!;Trump
153080620724_10157506910365725;10157506910365725_1786235684924786;N;O;Becc..donald trump all hedo is name calling the same his supporters..if you dont notice..you must be deaf and blind...;Trump
153080620724_10157830369585725;10157830369585725_1808590916022697;N;N;An illegal killed 2 beautiful children in our town,Manahawkin, New Jersey years ago ! Why, they don't know! Get rid Of them! They don't respect our rules, laws, or what our country stands for!;Trump
153080620724_10156940454570725;10156940454570725_1736712326549589;N;S;My husband and I are all registered to vote in California for Donald J. Trump. Are you? All you have to do is go to the Secretary of State's website here: URL and get it done so you can vote for The Donald.;Trump
153080620724_10157034425835725;10157034425835725_701383633298181;N;N;i think Newt Gingrich would make a brilliant VP! May God give you wisdom in yur;Trump
153080620724_10156016161245725;10156016161245725_10156020994370725;N;S;Donald J. Trump is Americas leader and will fight hard for WE THE PEOPLE!;Trump
153080620724_10157332477125725;10157332477125725_1376761752340674;N;N;i laughed when she said she has morals. Dirty pics..;Trump
153080620724_10156689716915725;10156689716915725_793563747415660;N;N;Don't be mad a trump just because your family will have to jump a fence;Trump
153080620724_10157812529420725;10157812529420725_1526646767360966;N;O;Only problem is Israel thinks he's a joke. Heard it first hand.;Trump
153080620724_10157343936385725;10157343936385725_1735426256708979;N;N;Separatism is nothing more than the unamerican way. Put it where the sun doesn't shine;Trump
153080620724_10157958946770725;10157958946770725_1192067887516615;N;N;With so many changes, the media is going to go bananas 😀😀😀😀😉😀😉😉;Trump
153080620724_10156405353795725;10156405353795725_10156405586895725;N;S;Saudi prince is putting up 32 billion dollars on the Islamization of America he's wanting to destroy America from within in bring down Donald Trump he knows Donald Trump will not put up with his crap Donald Trump is the only man for the President of the United States in the One World Order fears him their puppet in the White House Obama has executed all of their plans for one World Order if the public can't see it there's surely something wrong;Trump
153080620724_10155756407270725;10155756407270725_10155756531800725;N;S;Love it!!! Finally a President who will stand up for America!!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸;Trump
153080620724_10158007328795725;10158007328795725_1800322276856381;N;N;The only way Chavez could maintain jurisdiction over those e-mails was to establish the case had been re-opened ! Chavez should recuse himself !!!! He's been her clean up crew for DECADES !!!!;Trump
153080620724_10157445383495725;10157445383495725_1031774656891262;O;S;Thank you Donald, I know this has been a hectic race, and all the travel is very tiring, not to mention having to stand against all the evil people fighting you, and twisting your words. Don't stop now, you are nearly there, Mr. President !!! The people of this nation need your help. Stop hillary !!! Go Trump !!!;Trump
153080620724_10156418731240725;10156418731240725_1031948126857484;N;S;"You have definitely evolved into a great candidate for President of the United States. Good luck, ""Let's Make America Great Again"" and GOD Bless America.";Trump
153080620724_10155780456460725;10155780456460725_10155788004235725;N;S;That's right Donald. You are spot on with what you are speaking.;Trump
153080620724_10156312019925725;10156312019925725_10156312045640725;O;S;Billary says the taxpayers put your kids through college? Also Monica Lewinsky says she would also like to return to the white house but the last time she was there it left a bad taste in her mouth. Donald J. Trump;Trump
153080620724_10156149523445725;10156149523445725_10156152941235725;N;N;You can not play Indian Poker with Bashar Al-Assad!! You need to be unpredictable as a leader.;Trump
153080620724_10156384026840725;10156384026840725_1487584654882089;N;N;"Craig R. H. Laurent and GOD helped us with this very important research. When you read this you will understand why Obama refuses to say the words ""radical Islam."" Did you know that we now have a Muslim Government? John Brennan, current head of the CIA converted to Islam while stationed in Saudi Arabia. Obama's top advisor, Valerie Jarrett, is a Muslim who was born in Iran where her parents still live. Hillary Clinton's top advisor, Huma Abedin, is a Muslim, whose mother and brother are involved in the now outlawed Muslim Brotherhood in Egypt. Assistant Secretary for Policy Development for Homeland Security, Arif Aikhan, is a Muslim. Homeland Security Advisor, Mohammed Elibiary, is a Muslim. Obama advisor and founder of the Muslim Public Affairs Council, Salam al-Marayati, is a Muslim. Obama's Sharia Czar, Imam Mohamed Magid, of the Islamic Society of North America is a Muslim. Advisory Council on Faith-Based Neighborhood Partnerships, Eboo Patel, is a Muslim. And last but not least, our closet Muslim himself, Barack Hussein Obama. It is questionable if Obama ever officially took the oath of office when he was sworn in. He did not repeat the oath properly to defend our nation and our Constitution. Later the Democrats claimed he was given the oath again in private? CIA director John Brennan took his oath on a copy of the Constitution, not a Bible. Congressional representative, Keith Ellison took his oath on a copy of the Qur'an. Congresswoman Michele Bachman was vilified and almost tarred and feathered by Democrats when she voiced her concern about Muslims taking over our government. Considering all these appointments, it would explain why Obama and his minions are systematically destroying our nation, supporting radical Muslim groups worldwide, opening our southern border, and ignoring the genocide being perpetrated on Christians all over Africa and the Middle East. The more damage Obama does, the more arrogant he has become! People who want to destroy us have infiltrated our nation and our government. It WILL only get worse. Moreover, John Kerry's son in law is an Iranian Muslim. Had enough?";Trump
153080620724_10157884961280725;10157884961280725_668844229934532;N;S;GOD IS working on this man,our next president. Time to take a stand;Trump
153080620724_10156933658065725;10156933658065725_1089296234459883;N;N;No one went to vote with any idea that they were voting for delegates. There were no delegate names on any ballots in any primary or caucus, nor were any delegates identified as to which candidate they supported. Everyone that voted did it for a specific candidate running for the Presidency. Assigning indiscriminate delegates by anyone other then what the voters determined is misleading. Both parties and each state political party should be sued for False Advertising and misleading the American public. The ballots each voter is handed at every polling station and caucus site are false advertising.;Trump
153080620724_10156140661115725;10156140661115725_10156141808405725;N;S;We DONT Need Another Bush .. All We Need is Trump.;Trump
153080620724_10155963416895725;10155963416895725_10155965623490725;N;S;I'm with Larry Pilot, cannot watch a lot of Fox now, but did watch last night. As expected, you were terrific. Can't wait to hear more from you. You are the only reason I intend to vote. I have never no voted since I was 18 yrs old, but this time around I planned to stay away - only if you are the candidate will I proudly cast my vote!;Trump
153080620724_10155807504580725;10155807504580725_10155807629390725;N;S;HURRAH for Donald Trump who wants to SAVE & REBUILD USA!!!;Trump
153080620724_10156415938485725;10156415938485725_10156416674120725;N;N;Dude , tho I agree that the media is a bunch of one way , puppeted weasals ... crying not fair as a billionaire ,is akin to Ali saying that punch hurt , take it back ...;Trump
